date,startup,vertical,subvertical,city,investors,round,amount
2015-05-08,sunday realty solutions,Tech Platform for property brokers,,Mumbai,"ramesh jogani, shailesh viswanathan, jay srinivasan",Seed Funding,7.222
2015-06-08,klozee,Luxury Apparel rental,,Bengaluru,tracxn labs,Seed Funding,0.0
2015-06-08,appvigil,App security testing platform,,Mumbai,"ravi gururaj, gaurav sharma, viswanath ramachandran, ripplewave",Seed Funding,4.6
2015-06-08,practo,Doctor Appointment booking app,,Bengaluru,"sofina, google capital, altimeter capital, sequoia capital global equities, yuri milner, sequoia capital, matrix partners",Private Equity,828.0
2015-06-08,loudshout,anonymous bulletin board app,,New Delhi,"sanjay sethi, ravi jaipuria & others",Seed Funding,0.0
2015-06-08,wetravelsolo,Travel community platform,,New Delhi,"ccube angels, frontline strategy",Seed Funding,0.0
2015-06-08,ketto,Crowd funding platform,,Mumbai,"chennai angels, calcutta angels, ah! ventures, intellecap impact investment network, indus age partners, singapore angel network, india internet fund, letsventure",Seed Funding,6.44
2015-06-08,ezetap,Mobile based PoS solution,,Bengaluru,"horizons ventures, capricorn investment group, social+capital, helion advisors, berggruen holdings",Private Equity,230.0
2015-06-08,ndtv ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"inflexionpoint, pramod bhasin, sixth sense ventures, vindi banga, hiro mashita",Private Equity,0.0
2015-07-08,carl's jr,Fast food Chain Franchisee,,Gurugram,youwecan ventures,Seed Funding,5.796
2015-07-08,easyrewardz,Loyalty Programs & Reward Points,,Mumbai,"wealth first, ashneer grover, atul phadnis",Private Equity,4.6
2015-07-08,gibss,Energy saving solutions provider,,Mumbai,"responsability investments, infuse ventures",Private Equity,0.0
2015-07-08,storemore.in,Self-Storage Spaces,,Noida,bedrock ventures,Seed Funding,0.0
2015-07-08,iorderfresh,Grocery retail Mobile app,,New Delhi,best foodworks,Seed Funding,0.0
2015-10-08,mytaxiindia,Taxi Rental platform,,Gurugram,"nihon kotsu,",Private Equity,4.6
2015-10-08,esadar,ecommerce,,New Delhi,"neha vats, gaurav vats",Seed Funding,0.736
2015-10-08,actionable analytics,Machine Learning Platform,,New Delhi/ Houston,"b m gupta, vinod singhal",Seed Funding,0.0
2015-10-08,mypoolin,mobile social network,,New Delhi,qprize from qualcomm ventures,Seed Funding,2.3
2015-10-08,nearbuy (previously groupon india),Hyper-Local Ecommerce,,New Delhi,sequoia capital,Private Equity,147.2
2015-10-08,inkmonk,Online printing marketplace,,Chennai,"girish mathrubootham, phanindra sama, vikram chachra, others from letsventure",Seed Funding,2.3
2015-10-08,tonetag,mobile payment software platform,,Bengaluru,reliance capital venture,Private Equity,9.2
2015-10-08,grey orange,Automated Storage & Warehousing Solution,,Gurugram,tiger global management,Private Equity,276.0
2015-11-08,livspace,Home Design & D\\xc3\\xa9cor solutions,,Bengaluru,"helion ventures, jungle ventures & bessemer venture partners",Private Equity,73.6
2015-11-08,wow! momo,Quick Service Restaurant Chain,,Kolkata,indian angel network,Seed Funding,14.72
2015-11-08,raincan,Subscription based Online Grocery platform,,Pune,ajeet khurana & others,Seed Funding,0.92
2015-11-08,allygrow technologies,engineering services company,,Mumbai,zodius technology fund,Private Equity,184.0
2015-11-08,infogain,Business and IT consulting,,New Delhi / US,chryscapital,Private Equity,579.6
2015-12-08,oneassist,Credit Card Fraud protection solutions,,Mumbai,"sequoia capital, lightspeed ventures",Private Equity,69.0
2015-12-08,bigbasket,Online & mobile Grocery store,,Bengaluru,bessemer venture partners,Private Equity,460.0
2015-12-08,sheroes,Career Community for Women,,Noida,"quintillion media, 500 startups",Seed Funding,7.084
2015-12-08,scripbox,Mutual Fund Investing platform,,Bengaluru,"accel partners, deep kalra, rajesh magow, mohit gupta, shamik sharma",Private Equity,23.0
2015-08-13,etaout,Ecommerce Marketing Software Platform,,Noida,"amit ranjan, vijay shekhar sharma, kunal bahl, girish mathrubootham & group of other angel investors",Seed Funding,4.6
2015-08-13,ifmr holdings,Financial Inclusion platform,,Chennai,"accion, leapfrog investments, lok capital",Private Equity,230.0
2015-08-13,massblurb,Digital Marketing automation solution,,Mumbai,"letsventure, mumbai angels",Seed Funding,0.0
2015-08-13,agrostar,Mobile Commerce for Farmers,,Pune,idg ventures,Private Equity,36.8
2015-08-14,voxweb,Picture based Social App,,Mumbai,jitendra gupta & others,Seed Funding,0.92
2015-08-14,trukky,Logistics service platform,,Ahmedabad,"gujarat based angel investors, mmy co-founder",Seed Funding,2.254
2015-08-14,vanitycube,On-Demand Beauty Services,,New Delhi,group of angel investors,Seed Funding,0.0
2015-08-17,edu4share,Exam Preparation Platform,,New Delhi,nalin jain & other angel investors,Seed Funding,2.024
2015-08-17,yourstory,Startup Focused Online Publisher,,Mumbai,"ratan tata, vani kola, t v mohandas pai, karthee madasamay",Seed Funding,0.0
2015-08-17,sampurnearth,Waste Management Solutions,,Mumbai,"intellecap impact investment network, family office fund",Seed Funding,1.472
2015-08-17,orobind,App based Fitness coaching,,Bengaluru,existing & new investors,Private Equity,0.0
2015-08-17,fixy,On demand cleaning & fixing services,,Mumbai,venturenursery,Seed Funding,0.0
2015-08-17,msm box,Beauty & Lifestyle platform,,New Delhi,rohit goel,Seed Funding,0.0
2015-08-17,shadowfax,on-demand delivery service,,Gurugram,"kunal bahl, rohit bansal, zishaan hayath, prashant malik",Seed Funding,2.852
2015-08-17,gadgets 360,Car & Bike ecommerce platform,,New Delhi,one97 communications,Private Equity,0.0
2015-08-18,roposo,Fashion Discovery platform,,Gurugram,tiger global,Private Equity,138.0
2015-08-18,intelligencenode,Data Analytics Platform,,Mumbai,"new enterprise associates, orios venture partners",Private Equity,38.64
2015-08-18,hyperverge,Deep Learning Cloud Algorithms,,Chennai,"nea, milliways ventures, naya ventures",Seed Funding,9.2
2015-08-18,twyst,Location based engagement & rewards platform,,Gurugram,"rohit bhatia, sunil nikhar, vaibhav domkundwar, siddharth nautiyal",Seed Funding,0.0
2015-08-18,idfy,Online Identity Verification Services platform,,Mumbai,"nea, blume ventures & others",Private Equity,0.0
2015-08-18,zoojoo.be,Corporate Wellness App,,Bengaluru,roundglass partners,Private Equity,9.2
2015-08-19,fashionove,Fashion Search & Review Platform,,Kolkata,umesh yadav,Seed Funding,0.0
2015-08-19,timesaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,unilazer ventures,Private Equity,22.08
2015-08-19,envoged,pre-owned Luxury online apparel seller,,Mumbai,"manish dhingra, ankush nijhawa, gaurav bhatnagar",Seed Funding,0.0
2015-08-19,mebelkart,Online Furniture Marketplace,,Bengaluru,askme,Private Equity,184.0
2015-08-20,labsadvisor,Online Diagnostic Tests Marketplace,,New Delhi,group of angel investors,Seed Funding,1.4352
2015-08-20,flatpebble,Online marketplace for Photographers,,Hyderabad,indian angel network,Seed Funding,5.52
2015-08-20,bluegape,Visual Blogging platform,,New Delhi,"ah! ventures, times internet, rudy gopalakrishnan",Seed Funding,5.52
2015-08-21,epoise,Job Search Platform,,Bengaluru,"orios venture partners, amit ranjan & others",Seed Funding,4.6
2015-08-24,jolly food fellow,Food Customer analytics platform,,Ahmedabad,the 1947,Seed Funding,2.76
2015-08-24,bookmein,Professional Service Appointment booking service,,Mumbai,ajmera group of companies,Seed Funding,3.68
2015-08-24,izofy,Scientific Horoscope Online Assistance platform,,Kolkata,prime capital markets ltd,Seed Funding,0.0
2015-08-24,rbus,Tech enabled AC bus service,,Mumbai,"india quotient, anupam mittal & others",Seed Funding,0.0
2015-08-25,qyk app,On-Demand App based Professional service provider,,Bengaluru,"growx ventures, tracxn labs, powai lake ventures, and sahil barua",Private Equity,9.2
2015-08-25,eazydiner,Restaurant Reservation Platform,,Gurugram,"dsg consumer partners, saama capital",Private Equity,27.6
2015-08-25,revx,Cross-channel CRM platform,,Mumbai,"norwest venture partners, nexus venture partners, helion venture partners, draper fisher jurvetson, peepul capital",Private Equity,36.8
2015-08-25,icustommadeit,Professional Custom creators Marketplace,,Pune,group of angel investors,Seed Funding,2.3
2015-08-26,pickmylaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,ghv accelerator,Seed Funding,0.92
2015-08-26,belita,On-Demand Beauty Service,,Mumbai,"india quotient, letsventure investors, lead angels",Seed Funding,3.68
2015-08-26,ezysolare,solar products and services marketplace,,Ahmedabad,infuse ventures,Seed Funding,0.0
2015-08-26,foodtalkindia,Online Food Community Platform,,Gurugram,undisclosed investor,Seed Funding,4.6
2015-08-27,instasafe,Private Cloud Networks SAAS platform,,Bengaluru,group of investors,Seed Funding,0.0
2015-08-27,eazy coach,Education Marketplace,,Kolkata,ravi agarwal,Seed Funding,0.0
2015-08-27,djubo,Cloud Based Hotel Sales Platform,,New Delhi,ibibo group,Private Equity,0.0
2015-08-28,betterbutter.in,online recipe sharing platform,,New Delhi,"growx ventures, manish singhal",Seed Funding,0.0
2015-08-28,vyomo,Beauty & Lifestyle Mobile Marketplace,,Bengaluru,rocket internet,Private Equity,18.4
2015-08-28,rollmafia,QSR Restaurant Chain,,Pune,equentia natural resources,Seed Funding,1.472
2015-08-29,iamwire,Digital Media publishing platform,,Gurugram,"li tao, li jian, draphant consultants, nitin garg, saurabh jain, mohit agarwal",Seed Funding,0.0
2015-08-31,dropkaffe,Online Coffee Delivery platform,,Bengaluru,"manish singhal, p39 capital & others",Seed Funding,2.76
2015-08-31,reverie,Language Localization Cloud platform,,Bengaluru,"aspada investment advisors, qualcomm ventures",Private Equity,36.8
2015-08-31,infinite analytics,Big Data & predictive Analysis Platform,,Mumbai,"ratan tata, nikhil vora & others",Private Equity,0.0
2015-01-07,parcelled,Online Logistics Platform,,Bengaluru,"delhivery, tracxn labs",Seed Funding,0.0
2015-01-07,retigence technologies,Business IT Intelligence Services,,Mumbai,omnivore partners,Private Equity,0.0
2015-01-07,cloudcherry analytics,CRM / Analytics platform,,Chennai,"the chennai angels, idg ventures india",Seed Funding,9.2
2015-01-07,handyhome,Hyperlocal Electronics repair Service,,Mumbai,"bessemer ventures, kae capital",Seed Funding,5.796
2015-01-07,idreamcareer,Ed-Tech Platform,,New Delhi,"ah! ventures, vivek joshi, mohit satyanand & others",Seed Funding,0.0
2015-01-07,ola cabs,Cab rental Mobile app,,Bengaluru,ratan tata,Private Equity,0.0
2015-01-07,nxtgen,IT infrastructure & Data Center services,,Bengaluru,"ifc, axon partners, intel capital",Private Equity,124.2
2015-02-07,bankbazaar,Online Financial Services,,Chennai,"amazon, fidelity growth partners, mousse partners",Private Equity,552.0
2015-02-07,gozoomo,Used Car Marketplace,,Bengaluru,saif partners,Private Equity,46.0
2015-02-07,zenatix,Internet of Things platform,,Gurugram,"rajan anandan, kunal bahl, rohit bansal, rahul khanna",Seed Funding,1.4812
2015-03-07,culturealley,Language Learning App,,Jaipur,tiger global,Private Equity,59.8
2015-03-07,goqii,Mobile Fitness Marketplace,,Mumbai,vijay shekhar sharma,Private Equity,0.0
2015-03-07,gingercrush,Custom Merchandize platform,,Ahmedabad,"gokul jaykrishna, brand capital",Seed Funding,9.2
2015-04-07,elanic,P2P Pre-owned goods marketplace,,Bengaluru,"rebright partners, tracxn labs, aneesh reddy",Seed Funding,0.0
2015-04-07,stitchwood,Custom Furniture Marketplace,,Mumbai,"powai lake ventures, ajeet khurana & others",Seed Funding,3.634
2015-05-07,urban tailor,Online Tailoring Services,,Bengaluru,group of angel investors,Seed Funding,0.0
2015-06-07,confirmttkt,Rail Ticket Confirmation predictor,,Bengaluru,pravin agarwala & others,Seed Funding,0.0
2015-06-07,paper boat,Ethnic Beverages manufacturer,,Gurugram,"sofina, hillhouse capital",Private Equity,276.0
2015-06-07,getnow,Hyperlocal Goods marketplace,,Nagpur,atulya mittal,Seed Funding,0.0
2015-07-07,wudstay,Budget Accommodation aggregator,,Gurugram,"mangroves capital partners, vikas saxena",Private Equity,27.6
2015-07-07,liases foras,Real Estate Rating & Analysis,,New Delhi,dmg information asia pacific,Private Equity,46.0
2015-07-07,eatlo,Food Delivery platform,,Bengaluru,"powai lake ventures, globeinvestor, abhishekh goyal",Seed Funding,0.0
2015-07-07,indialends,Financial Tech,,New Delhi,"dsg consumer partners, siddharth parekh",Private Equity,0.0
2015-08-07,quinto,Food Discovery App,,Pune,jaydeep barman,Seed Funding,0.0
2015-08-07,saavn,Music Streaming App,,Mumbai,"tiger global management, bertelsmann india, steadview capital, liberty media, mousse partners, quilvest",Private Equity,920.0
2015-08-07,flytxt,Big Data & Analytics platform,,Mumbai / Global,"sunrise capital gmbh, big data investments b.v",Private Equity,101.2
2015-08-07,axtria,Big Data & Analytics platform,,India / US,"helion venture partners,amarpreet sawhney, deshpande foundation, fred khosravi, richard s. braddock",Private Equity,276.0
2015-08-07,33coupons,Coupon Aggregator Platform,,Kanpur,not disclosed,Seed Funding,0.184
2015-08-07,ampere,Electric Scooter manufacturer,,Coimbatore,ratan tata,Seed Funding,0.0
2015-08-07,hopping chef,Online Food-Tech Platform,,Mumbai,mirah hospitality,Seed Funding,4.324
2015-08-07,collectabillia,Celebrity Fashion Brand,,Bengaluru,accel partners,Private Equity,69.0
2015-08-07,lendingkart,Online Finance lending platform,,Ahmedabad,"saama capital, mayfield, ashvin chadha, shailesh mehta",Private Equity,92.0
2015-08-07,lybrate,Healthcare Mobile App,,New Delhi,"tiger global management, ratan tata, nexus venture partners",Private Equity,93.84
2015-08-07,zoomcar,Self-driven vehicle rental,,Bengaluru,"sequoia capital, empire angels, ngp",Private Equity,101.2
2015-09-07,news in shorts,News Aggregator mobile app,,Noida,tiger global,Private Equity,18584.0
2015-09-07,bluestone,Online Jewellery Store,,Bangalore,"ivycap ventures, accel partners, dragoneer investment group",Private Equity,18549.04
2015-09-07,shopsity,Fashion Info Aggregator App,,Gurgaon," sandeep aggarwal, teruhide sato",Seed Funding,0.000184
2015-09-07,notesgen,Online Study Notes Marketplace,,New Delhi,"rajeev saraf, arvind jha, r. satya narayanan",Seed Funding,0.000184
2015-10-20,infinity assurance,Warranty Programs Service Administration,,New Delhi,indian angel network,Seed Funding,189.52
2015-10-07,footprints education,Pre-School Chain,,Gurgaon,"letsventure, kumar bansal, kshitij jain",Seed Funding,190.302
2015-10-07,loylty rewards,Premium Loyalty Rewards Point Management,,Mumbai,indianideas.com,Private Equity,18578.02
2015-07-13,ameyo,Contact Center Software Platform,,Gurgaon,forum synergies pe fund,Private Equity,1886.0
2015-07-13,mamagoto,Casual Dining restaurant Chain,,New Delhi,goldman sachs,Private Equity,18492.0
2015-07-13,satvacart,Online Grocery Delivery,,Gurgaon,palaash ventures,Seed Funding,0.000184
2015-07-14,mysmartprice,Online comparison engine,,Hyderabad,"accel partners, helion venture partners",Private Equity,92.0
2015-07-14,zenify,Residential Rental management platform,,Bengaluru,atul jalan,Seed Funding,0.000184
2015-07-14,boxmyspace,Physical Storage warehouses,,Mumbai,"ritesh veera, singapore angel network, orios venture partners,",Seed Funding,2.76
2015-07-14,hackerrank,Tech Recruitment platform,,Bengaluru,hr technology fund,Private Equity,69.0
2015-07-14,wickedride,Bike Rental Platform,,Bengaluru,undisclosed,Seed Funding,7.268
2015-07-14,wowexpress,Tech enabled logistics platform,,Mumbai,tamarind family private trust,Seed Funding,4.6
2015-07-15,oyo rooms,Budget Hotel Accommodation,,Gurugram,"softbank, sequoia capital",Private Equity,920.0
2015-07-15,mobikon,Restaurant customer engagement platform,,Pune,jungle ventures,Private Equity,21.16
2015-07-15,instalively,Live video streaming app,,New Delhi,"anupam mittal, anand chandrasekaran, uday shankar, chetan bhagat",Seed Funding,0.0
2015-07-15,roadrunnr,Hyper local logistics platform,,Bengaluru,"sequoia capital, nexus venture partners, blume ventures",Private Equity,101.2
2015-07-16,ketto,Crowd Funding Platform,,Mumbai,"pradyumna dalmia, sudhir rao & others",Seed Funding,6.44
2015-07-17,quikwallet,F&B sector Mobile Payment platform,,Mumbai,snow leopard technology ventures,Private Equity,14.72
2015-07-17,omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"sumit gandhi, manish gandhi",Seed Funding,0.92
2015-07-20,zo rooms,Online budget hotel chain,,New Delhi,"tiger global, orios venture partners.",Private Equity,138.0
2015-07-20,innoviti,Payment Solutions platform,,Bengaluru,"catamaran ventures, new india investment corporation",Private Equity,44.62
2015-07-21,zenradius,Online Hiring Platform,,Bengaluru,"tracxn labs, deepak singh",Seed Funding,0.0
2015-07-21,joy by nature,Organic Food ecommerce,,New Delhi,"mumbai angels, vriddhi fund, others",Private Equity,9.2
2015-07-22,iqlect,Big Data & Analytics platform,,Bengaluru,exfinity venture partners,Private Equity,18.4
